beneficiary_id,family_id,district_id,state_id,age,gender
1150,384,4,1,66,F
1151,384,4,1,4,F
1152,385,4,1,50,F
1153,385,4,1,45,F
1154,385,4,1,64,M
1155,386,4,1,6,M
1156,386,4,1,59,F
1157,386,4,1,10,M
1158,387,4,1,48,F
1159,387,4,1,96,F
1160,387,4,1,96,F
1161,388,4,1,6,M
1162,388,4,1,15,M
1163,388,4,1,33,F
1164,389,4,1,36,M
1165,389,4,1,21,M
1166,389,4,1,38,F
1167,390,4,1,30,M
1168,390,4,1,7,M
1169,390,4,1,22,F
1170,391,4,1,35,M
1171,391,4,1,43,F
1172,391,4,1,37,F
1173,392,4,1,67,F
1174,392,4,1,19,F
1175,392,4,1,2,M
1176,393,4,1,1,F
1177,393,4,1,58,M
1178,393,4,1,92,M
1179,394,4,1,42,M
1180,394,4,1,20,F
1181,394,4,1,95,M
1182,395,4,1,76,M
1183,395,4,1,11,F
1184,395,4,1,27,M
1185,396,4,1,34,F
1186,396,4,1,27,M
1187,396,4,1,12,M
1188,397,4,1,49,M
1189,397,5,1,11,M
1190,397,5,1,15,F
1191,398,5,1,43,F
1192,398,5,1,52,F
1193,398,5,1,51,F
1194,399,5,1,22,F
1195,399,5,1,54,F
1196,399,5,1,91,M
1197,400,5,1,61,F
1198,400,5,1,7,F
1199,400,5,1,7,F
1200,401,5,1,63,F
1201,401,5,1,30,M
1202,401,5,1,49,F
1203,402,5,1,11,M
1204,402,5,1,47,F
1205,402,5,1,17,M
1206,403,5,1,19,F
1207,403,5,1,54,F
1208,403,5,1,95,F
1209,404,5,1,8,F
1210,404,5,1,96,F
1211,404,5,1,29,F
1212,405,5,1,30,F
1213,405,5,1,39,M
1214,405,5,1,48,M
1215,406,5,1,17,F
1216,406,5,1,13,F
1217,406,5,1,10,F
1218,407,5,1,48,F
1219,407,5,1,46,M
1220,407,5,1,49,F
1221,408,5,1,73,F
1222,408,5,1,45,M
1223,408,5,1,71,F
1224,409,5,1,46,F
1225,409,5,1,6,M
1226,409,5,1,18,M
1227,410,5,1,34,F
1228,410,5,1,84,M
1229,410,5,1,33,M
1230,411,5,1,73,M
1231,411,5,1,12,F
1232,411,5,1,84,F
1233,412,5,1,10,M
1234,412,5,1,74,M
1235,412,5,1,77,F
1236,413,5,1,44,M
1237,413,5,1,19,F
1238,413,5,1,17,F
1239,414,5,1,95,M
1240,414,5,1,8,F
1241,414,5,1,91,F
1242,415,5,1,84,M
1243,415,5,1,64,M
1244,415,5,1,15,F
1245,416,5,1,80,F
1246,416,5,1,39,F
1247,416,5,1,55,F
1248,417,5,1,34,M
1249,417,5,1,28,F
1250,417,5,1,64,F
1251,418,5,1,35,F
1252,418,5,1,19,M
1253,418,5,1,85,M
1254,419,5,1,68,F
1255,419,5,1,56,F
1256,419,5,1,82,F
1257,420,5,1,13,F
1258,420,5,1,79,F
1259,420,5,1,16,F
1260,421,5,1,20,M
1261,421,5,1,48,F
1262,421,5,1,75,M
1263,422,5,1,2,F
1264,422,5,1,0,M
1265,422,5,1,33,M
1266,423,5,1,100,F
1267,423,5,1,12,M
1268,423,5,1,86,F
1269,424,5,1,9,F
1270,424,5,1,5,F
1271,424,5,1,15,F
1272,425,5,1,60,M
1273,425,5,1,3,F
1274,425,5,1,67,M
1275,426,5,1,31,M
1276,426,5,1,65,M
1277,426,5,1,12,M
1278,427,5,1,8,M
1279,427,5,1,42,F
1280,427,5,1,0,F
1281,428,5,1,78,F
1282,428,5,1,63,F
1283,428,5,1,4,F
1284,429,5,1,5,M
1285,429,5,1,6,F
1286,429,5,1,86,M
1287,430,5,1,26,M
1288,430,5,1,57,M
1289,430,5,1,4,M
1290,431,5,1,53,M
1291,431,5,1,33,M
1292,431,5,1,55,M
1293,432,5,1,91,F
1294,432,5,1,84,M
1295,432,5,1,88,M
1296,433,5,1,71,F
1297,433,5,1,22,F
1298,433,5,1,19,M
1299,434,5,1,14,M
1300,434,5,1,15,F
1301,434,5,1,74,M
1302,435,5,1,82,F
1303,435,5,1,12,M
1304,435,5,1,70,F
1305,436,5,1,58,M
1306,436,5,1,39,M
1307,436,5,1,14,M
1308,437,5,1,43,M
1309,437,5,1,99,F
1310,437,5,1,7,F
1311,438,5,1,24,M
1312,438,5,1,72,M
1313,438,5,1,1,M
1314,439,5,1,0,M
1315,439,5,1,2,M
1316,439,5,1,94,F
1317,440,5,1,41,F
1318,440,5,1,31,F
1319,440,5,1,4,M
1320,441,5,1,16,F
1321,441,5,1,4,M
1322,441,5,1,97,M
1323,442,5,1,44,F
1324,442,5,1,50,M
1325,442,5,1,18,F
1326,443,5,1,68,M
1327,443,5,1,3,M
1328,443,5,1,91,M
1329,444,5,1,34,M
1330,444,5,1,18,M
1331,444,5,1,7,M
1332,445,5,1,64,M
1333,445,5,1,40,F
1334,445,5,1,43,F
1335,446,5,1,10,M
1336,446,5,1,70,F
1337,446,5,1,68,M
1338,447,5,1,73,M
1339,447,5,1,20,F
1340,447,5,1,16,M
1341,448,5,1,15,M
1342,448,5,1,40,F
1343,448,5,1,3,M
1344,449,5,1,24,F
1345,449,5,1,73,M
1346,449,5,1,13,M
1347,450,5,1,2,M
1348,450,5,1,14,F
1349,450,5,1,24,M
1350,451,5,1,10,M
1351,451,5,1,46,F
1352,451,5,1,13,M
1353,452,5,1,30,F
1354,452,5,1,16,M
1355,452,5,1,49,M
1356,453,5,1,40,M
1357,453,5,1,10,M
1358,453,5,1,95,M
1359,454,5,1,86,F
1360,454,5,1,73,F
1361,454,5,1,19,F
1362,455,5,1,0,M
1363,455,5,1,17,F
1364,455,5,1,69,M
1365,456,5,1,36,F
1366,456,5,1,100,M
1367,456,5,1,68,M
1368,457,5,1,9,F
1369,457,5,1,1,F
1370,457,5,1,56,M
1371,458,5,1,95,M
1372,458,5,1,71,F
1373,458,5,1,82,F
1374,459,5,1,6,M
1375,459,5,1,30,M
1376,459,5,1,97,M
1377,460,5,1,66,M
1378,460,5,1,2,M
1379,460,5,1,88,F
1380,461,5,1,64,F
1381,461,5,1,35,M
1382,461,5,1,50,M
1383,462,5,1,57,F
1384,462,5,1,4,M
1385,462,5,1,32,M
1386,463,5,1,14,F
1387,463,5,1,82,F
1388,463,5,1,64,F
1389,464,5,1,19,F
1390,464,5,1,14,M
1391,464,5,1,8,M
1392,465,5,1,9,M
1393,465,5,1,34,F
1394,465,5,1,29,F
1395,466,5,1,96,M
1396,466,5,1,34,F
1397,466,5,1,16,M
1398,467,5,1,5,F
1399,467,5,1,79,M
1400,467,5,1,13,F
1401,468,5,1,8,M
1402,468,5,1,97,F
1403,468,5,1,42,F
1404,469,5,1,15,M
1405,469,5,1,1,F
1406,469,5,1,83,M
1407,470,5,1,5,M
1408,470,5,1,77,M
1409,470,5,1,7,M
1410,471,5,1,80,M
1411,471,5,1,7,F
1412,471,5,1,25,M
1413,472,5,1,50,F
1414,472,5,1,91,M
1415,472,5,1,1,M
1416,473,5,1,11,F
1417,473,5,1,77,M
1418,473,5,1,89,F
1419,474,5,1,7,F
1420,474,5,1,3,F
1421,474,5,1,79,F
1422,475,5,1,40,F
1423,475,5,1,62,M
1424,475,5,1,22,M
1425,476,5,1,16,F
1426,476,5,1,86,M
1427,476,5,1,54,M
1428,477,5,1,58,F
1429,477,5,1,29,F
1430,477,5,1,3,F
1431,478,5,1,26,F
1432,478,5,1,12,M
1433,478,5,1,56,M
1434,479,5,1,99,F
1435,479,5,1,38,F
1436,479,5,1,21,F
1437,480,5,1,26,M
1438,480,5,1,1,M
1439,480,5,1,1,F
1440,481,5,1,3,F
1441,481,5,1,44,M
1442,481,5,1,97,M
1443,482,5,1,14,M
1444,482,5,1,16,M
1445,482,5,1,72,M
1446,483,5,1,49,F
1447,483,5,1,22,M
1448,483,5,1,10,F
1449,484,5,1,77,F
1450,484,5,1,90,M
1451,484,5,1,65,F
1452,485,5,1,94,M
1453,485,5,1,48,M
1454,485,5,1,81,F
1455,486,5,1,45,M
1456,486,5,1,39,M
1457,486,5,1,3,M
1458,487,5,1,1,F
1459,487,6,2,91,M
1460,487,6,2,77,F
1461,488,6,2,66,F
1462,488,6,2,3,M
1463,488,6,2,50,M
1464,489,6,2,73,F
1465,489,6,2,96,F
1466,489,6,2,65,F
1467,490,6,2,50,F
1468,490,6,2,18,M
1469,490,6,2,98,F
1470,491,6,2,75,F
1471,491,6,2,58,M
1472,491,6,2,65,F
1473,492,6,2,13,M
1474,492,6,2,25,F
1475,492,6,2,7,M
1476,493,6,2,94,F
1477,493,6,2,82,M
1478,493,6,2,11,F
1479,494,6,2,91,M
1480,494,6,2,57,M
1481,494,6,2,93,M
1482,495,6,2,20,M
1483,495,6,2,14,F
1484,495,6,2,10,M
1485,496,6,2,79,F
1486,496,6,2,34,F
1487,496,6,2,12,M
1488,497,6,2,22,M
1489,497,6,2,67,M
1490,497,6,2,26,F
1491,498,6,2,97,F
1492,498,6,2,39,F
1493,498,6,2,22,F
1494,499,6,2,6,F
1495,499,6,2,75,M
1496,499,6,2,9,M
1497,500,6,2,76,M
1498,500,6,2,17,F
1499,500,6,2,15,M
1500,501,6,2,4,M
1501,501,6,2,87,M
1502,501,6,2,68,M
1503,502,6,2,20,F
1504,502,6,2,65,F
1505,502,6,2,94,M
1506,503,6,2,53,F
1507,503,6,2,9,M
1508,503,6,2,20,M
1509,504,6,2,29,F
1510,504,6,2,59,F
1511,504,6,2,14,M
1512,505,6,2,27,F
1513,505,6,2,9,F
1514,505,6,2,0,M
1515,506,6,2,17,F
1516,506,6,2,12,M
1517,506,6,2,12,F
1518,507,6,2,98,F
1519,507,6,2,82,F
1520,507,6,2,74,F
1521,508,6,2,39,F
1522,508,6,2,5,F
1523,508,6,2,11,F
1524,509,6,2,24,F
1525,509,6,2,2,F
1526,509,6,2,36,M
1527,510,6,2,81,M
1528,510,6,2,9,M
1529,510,6,2,5,F
1530,511,6,2,77,F
1531,511,6,2,97,M
1532,511,6,2,46,F
1533,512,6,2,79,F
1534,512,6,2,96,F
1535,512,6,2,49,M
1536,513,6,2,37,M
1537,513,6,2,27,M
1538,513,6,2,40,M
1539,514,6,2,7,F
1540,514,6,2,10,M
1541,514,6,2,97,M
1542,515,6,2,7,F
1543,515,6,2,4,F
1544,515,6,2,12,M
1545,516,6,2,80,F
1546,516,6,2,19,M
1547,516,6,2,5,F
1548,517,6,2,46,F
1549,517,6,2,42,M
1550,517,6,2,75,F
1551,518,6,2,6,M
1552,518,6,2,8,M
1553,518,6,2,91,M
1554,519,6,2,75,F
1555,519,6,2,86,F
1556,519,6,2,26,F
1557,520,6,2,49,F
1558,520,6,2,2,F
1559,520,6,2,28,F
1560,521,6,2,2,F
1561,521,6,2,63,M
1562,521,6,2,70,F
1563,522,6,2,88,M
1564,522,6,2,20,F
1565,522,6,2,18,F
1566,523,6,2,83,M
1567,523,6,2,97,M
1568,523,6,2,8,F
1569,524,6,2,73,F
1570,524,6,2,16,F
1571,524,6,2,53,M
1572,525,6,2,11,M
1573,525,6,2,90,F
1574,525,6,2,69,F
1575,526,6,2,79,M
1576,526,6,2,3,F
1577,526,6,2,8,M
1578,527,6,2,10,M
1579,527,6,2,81,M
1580,527,6,2,2,M
1581,528,6,2,91,M
1582,528,6,2,16,F
1583,528,6,2,41,M
1584,529,6,2,62,M
1585,529,6,2,25,F
1586,529,6,2,10,F
1587,530,6,2,51,F
1588,530,6,2,21,F
1589,530,6,2,70,M
1590,531,6,2,17,F
1591,531,6,2,3,M
1592,531,6,2,83,M
1593,532,6,2,62,F
1594,532,6,2,58,M
1595,532,6,2,84,M
1596,533,6,2,37,M
1597,533,6,2,58,M
1598,533,6,2,13,F
1599,534,6,2,66,F
1600,534,6,2,31,F
1601,534,6,2,83,F
1602,535,6,2,15,F
1603,535,6,2,18,F
1604,535,6,2,50,M
1605,536,6,2,41,F
1606,536,6,2,47,F
1607,536,6,2,18,M
1608,537,6,2,38,F
1609,537,6,2,99,F
1610,537,6,2,84,F
1611,538,6,2,59,F
1612,538,6,2,11,M
1613,538,6,2,88,F
1614,539,6,2,59,M
1615,539,6,2,67,F
1616,539,6,2,100,F
1617,540,6,2,89,F
1618,540,6,2,26,M
1619,540,6,2,50,M
1620,541,6,2,21,M
1621,541,7,2,63,F
1622,541,7,2,89,F
1623,542,7,2,41,M
1624,542,7,2,81,M
1625,542,7,2,17,F
1626,543,7,2,7,F
1627,543,7,2,67,M
1628,543,7,2,94,F
1629,544,7,2,59,M
1630,544,7,2,22,F
1631,544,7,2,30,F
1632,545,7,2,24,F
1633,545,7,2,36,M
1634,545,7,2,36,M
1635,546,7,2,37,M
1636,546,7,2,40,F
1637,546,7,2,44,F
1638,547,7,2,3,M
1639,547,7,2,8,M
1640,547,7,2,21,F
1641,548,7,2,8,M
1642,548,7,2,74,F
1643,548,7,2,20,M
1644,549,7,2,18,M
1645,549,7,2,0,F
1646,549,7,2,12,M
1647,550,7,2,49,M
1648,550,7,2,39,M
1649,550,7,2,7,F
1650,551,7,2,56,F
1651,551,7,2,31,F
1652,551,7,2,26,M
1653,552,7,2,44,F
1654,552,7,2,94,F
1655,552,7,2,71,M
1656,553,7,2,1,M
1657,553,7,2,55,M
1658,553,7,2,13,F
1659,554,7,2,18,M
1660,554,7,2,26,F
1661,554,7,2,10,M
1662,555,7,2,18,F
1663,555,7,2,35,F
1664,555,7,2,32,M
1665,556,7,2,21,F
1666,556,7,2,23,M
1667,556,7,2,9,F
1668,557,7,2,1,M
1669,557,7,2,67,M
1670,557,7,2,12,M
1671,558,7,2,51,M
1672,558,7,2,7,M
1673,558,7,2,25,F
1674,559,7,2,73,M
1675,559,7,2,51,M
1676,559,7,2,60,M
1677,560,7,2,2,M
1678,560,7,2,30,F
1679,560,7,2,7,F
1680,561,7,2,37,M
1681,561,7,2,12,M
1682,561,7,2,18,M
1683,562,7,2,60,F
1684,562,7,2,55,M
1685,562,7,2,30,M
1686,563,7,2,41,M
1687,563,7,2,17,M
1688,563,7,2,40,M
1689,564,7,2,74,M
1690,564,7,2,23,F
1691,564,7,2,17,M
1692,565,7,2,46,M
1693,565,7,2,63,F
1694,565,7,2,20,M
1695,566,7,2,0,M
1696,566,7,2,89,F
1697,566,7,2,9,M
1698,567,7,2,74,M
1699,567,7,2,67,M
1700,567,7,2,89,M
1701,568,7,2,35,F
1702,568,7,2,15,M
1703,568,7,2,6,M
1704,569,7,2,85,F
1705,569,7,2,23,F
1706,569,7,2,31,M
1707,570,7,2,5,M
1708,570,7,2,0,M
1709,570,7,2,60,M
1710,571,7,2,19,F
1711,571,7,2,95,F
1712,571,7,2,86,M
1713,572,7,2,25,F
1714,572,7,2,11,F
1715,572,7,2,28,F
1716,573,7,2,16,F
1717,573,7,2,63,F
1718,573,7,2,76,M
1719,574,7,2,6,M
1720,574,7,2,98,M
1721,574,7,2,6,F
1722,575,7,2,77,F
1723,575,7,2,10,F
1724,575,7,2,74,M
1725,576,7,2,84,M
1726,576,7,2,38,F
1727,576,7,2,6,F
1728,577,7,2,33,M
1729,577,7,2,15,F
1730,577,7,2,0,M
1731,578,7,2,98,F
1732,578,7,2,42,M
1733,578,7,2,32,M
1734,579,7,2,38,F
1735,579,7,2,8,M
1736,579,7,2,0,M
1737,580,7,2,41,F
1738,580,7,2,83,M
1739,580,7,2,4,F
1740,581,7,2,19,F
1741,581,7,2,97,M
1742,581,7,2,41,F
1743,582,7,2,28,M
1744,582,7,2,4,F
1745,582,7,2,76,F
1746,583,7,2,5,F
1747,583,7,2,34,M
1748,583,7,2,98,M
1749,584,7,2,6,F
1750,584,7,2,2,M
1751,584,7,2,79,F
1752,585,7,2,87,M
1753,585,7,2,59,F
1754,585,7,2,94,F
1755,586,7,2,79,M
1756,586,7,2,82,F
1757,586,7,2,47,F
1758,587,7,2,66,F
1759,587,7,2,66,M
1760,587,7,2,5,M
1761,588,7,2,0,F
1762,588,7,2,80,F
1763,588,7,2,46,F
1764,589,7,2,64,M
1765,589,7,2,88,F
1766,589,7,2,8,F
1767,590,7,2,6,M
1768,590,7,2,11,F
1769,590,7,2,13,M
1770,591,7,2,66,M
1771,591,7,2,71,M
1772,591,7,2,92,M
1773,592,7,2,73,F
1774,592,7,2,35,M
1775,592,7,2,96,M
1776,593,7,2,44,M
1777,593,7,2,46,F
1778,593,7,2,81,F
1779,594,7,2,91,M
1780,594,7,2,63,M
1781,594,7,2,68,M
1782,595,7,2,6,F
1783,595,7,2,40,F
1784,595,7,2,30,M
1785,596,7,2,16,F
1786,596,7,2,97,F
1787,596,7,2,77,M
1788,597,7,2,29,F
1789,597,7,2,82,F
1790,597,7,2,66,M
1791,598,7,2,12,F
1792,598,7,2,63,M
1793,598,7,2,98,M
1794,599,7,2,40,F
1795,599,7,2,65,F
1796,599,7,2,48,F
1797,600,7,2,61,F
1798,600,7,2,86,F
1799,600,7,2,77,M
1800,601,7,2,1,M
1801,601,7,2,3,M
1802,601,7,2,12,M
1803,602,7,2,99,F
1804,602,7,2,8,M
1805,602,7,2,63,F
1806,603,7,2,12,M
1807,603,7,2,23,F
1808,603,7,2,6,M
1809,604,7,2,69,F
1810,604,7,2,14,F
1811,604,7,2,63,M
1812,605,7,2,92,F
1813,605,7,2,30,F
1814,605,7,2,96,M
1815,606,7,2,0,F
1816,606,7,2,12,F
1817,606,7,2,80,F
1818,607,7,2,71,M
1819,607,7,2,73,M
1820,607,7,2,17,M
1821,608,7,2,98,M
1822,608,7,2,11,M
1823,608,7,2,68,M
1824,609,7,2,25,F
1825,609,7,2,16,F
1826,609,7,2,7,F
1827,610,7,2,0,F
1828,610,7,2,65,M
1829,610,7,2,2,F
1830,611,7,2,52,F
1831,611,7,2,39,F
1832,611,7,2,4,F
1833,612,7,2,43,M
1834,612,7,2,42,M
1835,612,7,2,30,F
1836,613,7,2,5,M
1837,613,7,2,86,F
1838,613,7,2,20,F
1839,614,7,2,13,F
1840,614,7,2,100,M
1841,614,7,2,6,F
1842,615,7,2,33,M
1843,615,7,2,96,F
1844,615,7,2,26,M
1845,616,7,2,26,F
1846,616,7,2,1,F
1847,616,7,2,42,F
1848,617,7,2,38,F
1849,617,7,2,88,M
1850,617,7,2,19,M
1851,618,7,2,94,M
1852,618,7,2,97,M
1853,618,7,2,55,M
1854,619,7,2,61,M
1855,619,7,2,84,F
1856,619,7,2,81,M
1857,620,7,2,45,F
1858,620,7,2,58,M
1812,605,7,2,92,F
1797,600,7,2,61,F
1662,555,7,2,18,F
1630,544,7,2,22,F
1742,581,7,2,41,F
1809,604,7,2,69,F
1711,571,7,2,95,F
1637,546,7,2,44,F
1651,551,7,2,31,F
1648,550,7,2,39,M
1644,549,7,2,18,M
1677,560,7,2,2,M
1836,613,7,2,5,M
1698,567,7,2,74,M
1777,593,7,2,46,F
1654,552,7,2,94,F
1784,595,7,2,30,M
1848,617,7,2,38,F
1697,566,7,2,9,M
1777,593,7,2,46,F
1707,570,7,2,5,M
1746,583,7,2,5,F
1742,581,7,2,41,F
1759,587,7,2,66,M
1806,603,7,2,12,M
1749,584,7,2,6,F
1757,586,7,2,47,F
1728,577,7,2,33,M
1653,552,7,2,44,F
1749,584,7,2,6,F
1823,608,7,2,68,M
1682,561,7,2,18,M
1789,597,7,2,82,F
1655,552,7,2,71,M
1819,607,7,2,73,M
1840,614,7,2,100,M
1815,606,7,2,0,F
1674,559,7,2,73,M
1852,618,7,2,97,M
1850,617,7,2,19,M
1810,604,7,2,14,F
1673,558,7,2,25,F
1842,615,7,2,33,M
1742,581,7,2,41,F
1683,562,7,2,60,F
1757,586,7,2,47,F
1757,586,7,2,47,F
1796,599,7,2,48,F
1696,566,7,2,89,F
1744,582,7,2,4,F
1698,567,7,2,74,M
1847,616,7,2,42,F
1750,584,7,2,2,M
1829,610,7,2,2,F
1697,566,7,2,9,M
1748,583,7,2,98,M
1698,567,7,2,74,M
1859,620,8,2,26,M
1860,621,8,2,37,M
1861,621,8,2,8,F
1862,621,8,2,76,F
1863,622,8,2,96,M
1864,622,8,2,18,F
1865,622,8,2,95,M
1866,623,8,2,46,M
1867,623,8,2,7,M
1868,623,8,2,49,F
1869,624,8,2,44,M
1870,624,8,2,18,F
1871,624,8,2,12,M
1872,625,8,2,9,M
1873,625,8,2,54,F
1874,625,8,2,11,M
1875,626,8,2,61,M
1876,626,8,2,83,F
1877,626,8,2,58,M
1878,627,8,2,17,M
1879,627,8,2,15,M
1880,627,8,2,67,F
1881,628,8,2,95,F
1882,628,8,2,7,M
1883,628,8,2,6,M
1884,629,8,2,88,F
1885,629,8,2,38,F
1886,629,8,2,54,F
1887,630,8,2,63,M
1888,630,8,2,48,F
1889,630,8,2,77,F
1890,631,8,2,10,F
1891,631,8,2,14,M
1892,631,8,2,66,F
1893,632,8,2,16,F
1894,632,8,2,8,F
1895,632,8,2,86,F
1896,633,8,2,33,F
1897,633,8,2,38,M
1898,633,8,2,10,M
1899,634,8,2,81,M
1900,634,8,2,87,M
1901,634,8,2,15,M
1902,635,8,2,68,M
1903,635,8,2,82,M
1904,635,8,2,78,F
1905,636,8,2,73,M
1906,636,8,2,89,F
1907,636,8,2,45,F
1908,637,8,2,59,M
1909,637,8,2,24,M
1910,637,8,2,87,F
1911,638,8,2,8,M
1912,638,8,2,28,M
1913,638,8,2,60,M
1914,639,8,2,71,M
1915,639,8,2,33,M
1916,639,8,2,48,M
1917,640,8,2,69,F
1918,640,8,2,93,M
1919,640,8,2,13,F
1920,641,8,2,14,F
1921,641,8,2,24,M
1922,641,8,2,60,F
1923,642,8,2,26,F
1924,642,8,2,86,M
1925,642,8,2,98,F
1926,643,8,2,6,F
1927,643,8,2,81,F
1928,643,8,2,50,M
1929,644,8,2,25,F
1930,644,8,2,24,M
1931,644,8,2,42,F
1932,645,8,2,97,M
1933,645,8,2,42,F
1934,645,8,2,78,F
1935,646,8,2,38,F
1936,646,8,2,87,M
1937,646,8,2,40,M
1938,647,8,2,33,M
1939,647,8,2,4,F
1940,647,8,2,12,M
1941,648,8,2,9,M
1942,648,8,2,59,F
1943,648,8,2,78,M
1944,649,8,2,38,F
1945,649,8,2,37,M
1946,649,8,2,58,F
1947,650,8,2,1,M
1948,650,8,2,7,M
1949,650,8,2,8,M
1950,651,8,2,87,M
1951,651,8,2,3,F
1952,651,8,2,91,F
1953,652,8,2,52,M
1954,652,8,2,86,F
1955,652,8,2,94,M
1956,653,8,2,34,F
1957,653,8,2,84,M
1958,653,8,2,13,F
1959,654,8,2,52,M
1960,654,8,2,55,F
1961,654,8,2,10,F
1962,655,8,2,91,M
1963,655,8,2,13,F
1964,655,8,2,7,M
1965,656,8,2,12,F
1966,656,8,2,80,M
1967,656,8,2,10,M
1968,657,8,2,86,M
1969,657,8,2,5,M
1970,657,8,2,89,M
1971,658,8,2,88,F
1972,658,8,2,43,F
1973,658,8,2,85,F
1974,659,8,2,13,F
1975,659,8,2,75,F
1976,659,8,2,22,M
1977,660,8,2,31,F
1978,660,8,2,37,M
1979,660,8,2,90,M
1980,661,8,2,17,F
1981,661,8,2,15,M
1982,661,8,2,65,M
1983,662,8,2,49,M
1984,662,8,2,42,F
1985,662,8,2,59,F
1986,663,8,2,29,M
1987,663,8,2,9,F
1988,663,8,2,15,F
1989,664,8,2,48,F
1990,664,8,2,100,F
1991,664,8,2,71,F
1992,665,8,2,46,F
1993,665,8,2,10,F
1994,665,8,2,15,F
1995,666,8,2,49,F
1996,666,8,2,69,M
1997,666,8,2,70,F
1998,667,8,2,74,M
1999,667,8,2,6,F
2000,667,8,2,75,M
2001,668,8,2,9,M
2002,668,8,2,77,M
2003,668,8,2,37,F
2004,669,8,2,5,F
2005,669,8,2,13,M
2006,669,8,2,53,F
2007,670,8,2,92,F
2008,670,8,2,54,F
2009,670,8,2,66,M
2010,671,8,2,94,M
2011,671,8,2,57,F
2012,671,8,2,0,F
2013,672,8,2,11,M
2014,672,8,2,54,M
2015,672,8,2,23,M
2016,673,8,2,98,M
2017,673,8,2,100,F
2018,673,8,2,22,F
2019,674,8,2,29,M
2020,674,8,2,42,M
2021,674,8,2,91,F
2022,675,8,2,67,F
2023,675,8,2,22,F
2024,675,8,2,13,M
2025,676,8,2,35,F
2026,676,8,2,49,F
2027,676,8,2,10,M
2028,677,8,2,47,F
2029,677,8,2,21,M
2030,677,8,2,77,F
2031,678,8,2,86,F
2032,678,8,2,63,F
2033,678,8,2,48,M
2034,679,8,2,71,F
2035,679,8,2,62,M
2036,679,8,2,38,F
2037,680,8,2,4,M
2038,680,8,2,61,M
2039,680,8,2,76,F
2040,681,8,2,95,M
2041,681,8,2,64,F
2042,681,8,2,15,M
2043,682,8,2,28,F
2044,682,8,2,4,M
2045,682,8,2,37,F
2046,683,8,2,13,F
2047,683,8,2,11,M
2048,683,8,2,40,M
2049,684,8,2,14,M
2050,684,8,2,85,M
2051,684,8,2,13,M
2052,685,8,2,81,F
2053,685,8,2,9,M
2054,685,8,2,7,M
2055,686,8,2,61,F
2056,686,8,2,54,M
2057,686,8,2,82,F
2058,687,8,2,55,F
2059,687,8,2,88,F
2060,687,8,2,39,F
2061,688,8,2,28,M
2062,688,8,2,3,F
2063,688,8,2,37,M
2064,689,8,2,40,F
2065,689,8,2,84,M
2066,689,8,2,35,M
2067,690,8,2,64,F
2068,690,8,2,19,M
2069,690,8,2,0,M
2070,691,8,2,25,M
2071,691,8,2,19,F
2072,691,8,2,11,F
2073,692,8,2,14,F
2074,692,8,2,95,F
2075,692,8,2,24,F
2076,693,8,2,31,F
2077,693,8,2,64,F
2078,693,8,2,24,F
2079,694,8,2,16,M
2080,694,8,2,49,M
2081,694,8,2,78,F
2082,695,8,2,77,F
2083,695,8,2,83,M
2084,695,8,2,8,M
2085,696,8,2,37,M
2086,696,8,2,10,F
2087,696,8,2,8,F
2088,697,8,2,75,F
2089,697,8,2,15,M
2090,697,8,2,28,M
2091,698,8,2,3,F
2092,698,8,2,37,M
2093,698,8,2,34,F
2094,699,8,2,15,F
2095,699,8,2,47,F
2096,699,8,2,21,F
2097,700,8,2,7,M
2098,700,8,2,49,M
2099,700,8,2,98,F
2100,701,8,2,22,F
2101,701,8,2,73,F
2102,701,8,2,87,F
2103,702,8,2,54,F
2104,702,8,2,56,M
2105,702,8,2,85,F
2106,703,8,2,31,F
2107,703,8,2,82,M
2108,703,8,2,4,F
2109,704,8,2,13,F
2110,704,8,2,59,F
2111,704,8,2,53,F
2112,705,8,2,16,F
2113,705,8,2,74,F
2114,705,8,2,70,F
2115,706,8,2,30,M
2116,706,8,2,83,M
2117,706,8,2,68,F
2118,707,8,2,93,M
2119,707,8,2,12,F
2120,707,8,2,6,M
2121,708,8,2,93,F
2122,708,8,2,46,M
2123,708,8,2,73,M
2124,709,8,2,6,M
2125,709,8,2,5,F
2126,709,8,2,18,M
2127,710,8,2,69,F
2128,710,8,2,55,M
2129,710,8,2,43,M
2130,711,8,2,1,F
2131,711,8,2,84,F
2132,711,8,2,84,F
2133,712,8,2,97,F
2134,712,8,2,46,M
2135,712,8,2,97,M
2136,713,8,2,51,F
2137,713,8,2,56,F
2138,713,8,2,43,F
2139,714,8,2,89,F
2140,714,8,2,45,M
2141,714,8,2,33,F
2142,715,8,2,29,M
2143,715,8,2,18,M
2144,715,8,2,43,M
2145,716,8,2,21,F
2146,716,8,2,44,F
2147,716,8,2,94,F
2148,717,8,2,18,F
2149,717,8,2,76,M
2150,717,8,2,76,F
2151,718,8,2,11,F
2152,718,8,2,27,M
2153,718,8,2,66,F
2154,719,8,2,80,M
2155,719,8,2,15,F
2156,719,8,2,55,F
2157,720,8,2,17,F
2158,720,8,2,29,M
2159,720,8,2,11,F
2160,721,8,2,6,F
2161,721,8,2,54,F
2162,721,8,2,64,F
2163,722,8,2,11,M
2164,722,8,2,9,M
2165,722,8,2,11,M
2166,723,8,2,17,M
2167,723,8,2,66,M
